ID do Cliente,Churn,Gênero,Idoso,Parceiro,Dependentes,Tempo de Assinatura(M),Serviço Telefônico,Múltiplas Linhas,Serviço de Internet,Segurança Online,Backup Online,Proteção de Dispositivo,Suporte Técnico,Streaming de TV,Streaming de Filmes,Contrato,Fatura Online,Método de Pagamento,Cobrança Mensal,Cobrança Total
5955-ERIHD,Sim,Homem,Não,Sim,Não,18,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.7,1687.95
5956-VKDTT,Sim,Mulher,Sim,Sim,Não,5,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.35,334.8
5956-YHHRX,Não,Homem,Sim,Não,Não,21,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,104.35,2271.85
5959-BELXA,Sim,Homem,Sim,Não,Não,32,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),96.15,3019.25
5960-MVTUK,Não,Homem,Não,Não,Não,3,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,29.75,96.85
5960-WPXQM,Sim,Homem,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,79.05,79.05
5961-VUSRV,Não,Mulher,Não,Não,Não,12,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Sim,Transferência bancária (automática),19.35,219.35
5965-GGPRW,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,Bienal,Não,Transferência bancária (automática),105.25,7609.75
5966-EMAZU,Não,Homem,Não,Sim,Não,64,Sim,Sim,Fiber optic,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque impresso,108.5,6880.85
5968-HYJRZ,Não,Homem,Não,Sim,Sim,47,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,24.55,1160.45
5968-VXZLG,Não,Homem,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),46.6,87.9
5968-XQIVE,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Não,Anual,Sim,Cheque eletrônico,89.7,6588.95
5970-GHJAW,Não,Homem,Não,Sim,Sim,46,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),19.95,862.4
5973-EJGDP,Não,Homem,Não,Não,Não,51,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,87.35,4473.0
5975-BAICR,Não,Homem,Não,Sim,Sim,36,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Anual,Sim,Cartão de crédito (automático),63.7,2188.5
5976-JCJRH,Sim,Homem,Não,Sim,Não,10,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.3,738.2
5977-CKHON,Não,Mulher,Não,Sim,Sim,43,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Transferência bancária (automática),92.55,4039.0
5980-BDHPY,Não,Homem,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),87.1,6230.1
5980-NOPLP,Sim,Mulher,Não,Sim,Não,44,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.1,4364.1
5981-ITEMU,Sim,Homem,Não,Sim,Não,40,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),97.1,3706.95
5981-ZVXOT,Não,Mulher,Sim,Não,Não,35,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,108.35,3726.15
5982-FPVQN,Não,Mulher,Não,Sim,Sim,37,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,95.15,3532.85
5982-PSMKW,Não,Mulher,Não,Sim,Sim,23,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),91.1,2198.3
5982-XMDEX,Não,Mulher,Não,Não,Não,65,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),26.5,1698.55
5985-BEHZK,Não,Mulher,Sim,Sim,Não,72,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Cartão de crédito (automático),105.0,7578.05
5985-TBABQ,Não,Mulher,Não,Não,Não,32,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Sim,Anual,Não,Cheque impresso,74.75,2282.95
5986-WWXDV,Não,Homem,Não,Não,Sim,39,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Transferência bancária (automática),19.35,779.2
5989-AXPUC,Não,Mulher,Não,Sim,Não,68,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cheque impresso,118.6,7990.05
5989-OMNJE,Não,Mulher,Não,Sim,Sim,24,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,57.6,1367.75
5989-PGKJB,Não,Mulher,Não,Não,Não,16,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,86.25,1340.1
5993-BQHEA,Não,Homem,Não,Não,Não,12,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cartão de crédito (automático),20.05,267.0
5993-JSUWV,Não,Mulher,Não,Não,Não,66,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Sim,Transferência bancária (automática),61.15,4017.45
5995-LFTLE,Não,Homem,Não,Não,Não,58,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Cartão de crédito (automático),25.3,1474.35
5995-OIGLP,Sim,Homem,Não,Não,Não,12,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Cheque impresso,56.65,654.85
5995-SNNEW,Não,Homem,Sim,Sim,Não,23,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,104.45,2184.85
5995-WWKKG,Não,Mulher,Não,Não,Não,37,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Sim,Cheque eletrônico,19.8,695.05
5996-DAOQL,Não,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,20.45,20.45
5996-EBTKM,Não,Mulher,Não,Sim,Sim,67,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Sim,Bienal,Sim,Transferência bancária (automática),69.9,4615.9
5996-NRVXR,Não,Homem,Sim,Sim,Não,40,Sim,Não,Fiber optic,Sim,Sim,Sim,Sim,Sim,Não,Anual,Sim,Cartão de crédito (automático),98.15,4116.8
5997-OPVFA,Não,Homem,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),89.05,6254.45
5998-DZLYR,Não,Mulher,Não,Sim,Não,61,Sim,Sim,Fiber optic,Não,Sim,Não,Sim,Não,Sim,Bienal,Sim,Transferência bancária (automática),94.35,5703.0
5998-VVEJY,Sim,Homem,Não,Não,Não,26,Sim,Sim,Fiber optic,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,80.5,2088.8
5999-LCXAO,Não,Mulher,Não,Não,Não,1,Não,Sem seviço de Telefone,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque impresso,29.9,29.9
6000-APYLU,Sim,Homem,Não,Não,Não,9,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,80.8,713.1
6000-UKLWI,Não,Homem,Não,Não,Não,41,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,20.15,802.35
6005-OBZPH,Sim,Mulher,Sim,Não,Não,26,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,89.15,2277.65
6007-TCTST,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),115.8,8476.5
6008-NAIXK,Não,Homem,Sim,Não,Não,54,Não,Sem seviço de Telefone,DSL,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,55.45,2966.95
6010-DDPPW,Não,Homem,Não,Sim,Não,70,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),25.15,1940.85
6013-BHCAW,Não,Homem,Não,Sim,Sim,61,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),81.0,4976.15
6015-VVHHE,Sim,Mulher,Sim,Não,Não,5,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),83.15,446.05
6016-LVTJQ,Não,Mulher,Não,Sim,Sim,34,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,20.65,716.4
6016-NXBNJ,Não,Homem,Não,Não,Não,35,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Sim,Cheque impresso,19.15,638.0
6017-PPLPX,Sim,Homem,Não,Sim,Sim,20,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.45,1470.95
6022-KOUQO,Não,Mulher,Não,Sim,Sim,2,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Transferência bancária (automática),29.05,44.75
6022-UGGSO,Sim,Mulher,Sim,Não,Não,32,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.4,2276.95
6023-GSSXW,Não,Mulher,Não,Sim,Não,69,Sim,Não,DSL,Não,Sim,Não,Não,Não,Sim,Bienal,Sim,Cartão de crédito (automático),61.45,4131.2
6023-YEBUP,Sim,Homem,Não,Não,Não,3,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.95,329.95
6024-RUGGH,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Transferência bancária (automática),25.2,1798.9
6029-CSMJE,Não,Homem,Não,Não,Não,17,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,25.65,440.2
6029-WTIPC,Sim,Homem,Sim,Não,Não,37,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.1,3744.05
6030-REHUX,Não,Mulher,Sim,Sim,Não,28,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,110.85,3204.4
6032-IGALN,Sim,Mulher,Não,Não,Não,1,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,25.1,25.1
6032-KRXXO,Sim,Homem,Não,Não,Não,30,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,90.25,2755.35
6034-YMTOB,Não,Mulher,Não,Não,Não,5,Sim,Não,Fiber optic,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque impresso,75.65,399.45
6034-ZRYCV,Sim,Mulher,Não,Sim,Não,72,Não,Sem seviço de Telefone,DSL,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,54.2,3937.45
6035-BXTTY,Não,Mulher,Sim,Não,Não,32,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Transferência bancária (automática),54.65,1830.1
6035-RIIOM,Não,Mulher,Não,Não,Não,54,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Bienal,Sim,Transferência bancária (automática),97.2,5129.45
6036-TTFYU,Não,Mulher,Não,Sim,Não,16,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.6,314.45
6038-GCYEC,Sim,Mulher,Não,Não,Não,24,Não,Sem seviço de Telefone,DSL,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),54.15,1240.25
6040-CGACY,Não,Mulher,Não,Não,Não,15,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.6,299.4
6047-SUHPR,Não,Homem,Não,Sim,Sim,39,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cheque eletrônico,59.8,2343.85
6047-YHPVI,Sim,Homem,Não,Não,Não,5,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.7,316.9
6048-NJXHX,Não,Homem,Não,Sim,Não,41,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Cheque eletrônico,19.75,899.45
6048-QBXKL,Não,Mulher,Sim,Não,Não,2,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),56.55,118.25
6048-UWKAL,Não,Mulher,Sim,Sim,Não,69,Sim,Sim,Fiber optic,Não,Sim,Não,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),105.4,6998.95
6050-FFXES,Não,Mulher,Não,Sim,Não,69,Sim,Sim,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),105.35,7240.65
6050-IJRHS,Não,Mulher,Não,Sim,Sim,70,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,106.5,7397.0
6051-PTVNS,Não,Mulher,Não,Sim,Sim,55,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cartão de crédito (automático),19.15,998.1
6060-DRTNL,Sim,Mulher,Sim,Não,Não,5,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque impresso,84.85,415.55
6060-QBMGV,Não,Homem,Não,Sim,Não,70,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),19.85,1433.8
6061-GWWAV,Não,Homem,Não,Não,Sim,41,Sim,Não,DSL,Sim,Sim,Sim,Não,Sim,Não,Anual,Não,Cheque impresso,70.2,2894.55
6061-PQHMK,Não,Mulher,Não,Não,Não,25,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cartão de crédito (automático),19.9,527.5
6064-PUPMC,Não,Homem,Não,Sim,Sim,23,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Não,Cartão de crédito (automático),57.2,1423.35
6064-ZATLR,Não,Mulher,Não,Não,Não,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automática),52.85,1498.65
6067-NGCEU,Não,Mulher,Não,Não,Não,65,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),111.05,7107.0
6072-NUQCB,Não,Homem,Não,Sim,Sim,22,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Transferência bancária (automática),20.25,488.25
6075-QMNRR,Não,Mulher,Não,Não,Não,52,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),49.75,2535.55
6075-SLNIL,Não,Homem,Não,Não,Não,38,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cartão de crédito (automático),95.1,3691.2
6077-BDPXA,Não,Mulher,Não,Não,Não,3,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.15,194.2
6078-VESFR,Não,Homem,Sim,Sim,Não,13,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automática),70.45,849.1
6080-LNESI,Não,Homem,Não,Não,Não,51,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,24.75,1234.6
6080-TCMYC,Não,Homem,Não,Sim,Sim,40,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,81.2,3292.3
6082-GLJIX,Não,Homem,Não,Não,Não,18,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.25,331.35
6082-OQFBA,Não,Homem,Não,Sim,Sim,23,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,19.65,436.9
6086-ESGRL,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cartão de crédito (automático),80.15,80.15
6087-MVHJH,Sim,Mulher,Não,Não,Não,16,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,88.45,1422.1
6087-YPWHO,Não,Homem,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,Cheque impresso,68.15,4808.7
6088-BXMRG,Não,Mulher,Não,Sim,Sim,32,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.85,3089.6
6092-QZVPP,Não,Homem,Não,Não,Não,36,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),79.2,2854.95
6094-ZIVKX,Não,Mulher,Não,Não,Não,68,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Anual,Sim,Cartão de crédito (automático),54.45,3674.95
6096-EGVTU,Não,Mulher,Não,Sim,Sim,64,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,24.9,1595.5
6097-EQISJ,Sim,Mulher,Não,Sim,Sim,66,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),102.45,6615.15
6100-FJZDG,Não,Homem,Não,Sim,Sim,26,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Sim,Transferência bancária (automática),20.05,505.9
6100-QQHEB,Sim,Homem,Não,Sim,Sim,17,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,92.55,1515.1
6101-IMRMM,Sim,Homem,Não,Não,Sim,6,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Cheque impresso,94.5,575.45
6103-BOCOU,Não,Mulher,Não,Não,Não,26,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,80.7,2193.0
6103-LIANB,Não,Homem,Não,Sim,Sim,59,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),99.5,5861.75
6103-QCKFX,Não,Mulher,Não,Sim,Sim,44,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Transferência bancária (automática),56.25,2419.55
6108-OQZDQ,Sim,Mulher,Não,Sim,Sim,4,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,97.95,384.5
6110-OHIHY,Sim,Homem,Não,Não,Não,3,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,79.25,267.6
6112-KTHFQ,Não,Mulher,Não,Não,Não,13,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,19.3,279.3
6114-TCFID,Não,Mulher,Não,Não,Não,29,Não,Sem seviço de Telefone,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Cartão de crédito (automático),39.5,1082.75
6115-ZTBFQ,Não,Mulher,Não,Sim,Não,72,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),65.5,4919.7
6116-RFVHN,Não,Mulher,Não,Sim,Não,34,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.45,3414.65
6119-SPUDB,Não,Homem,Não,Não,Não,46,Não,Sem seviço de Telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Bienal,Não,Cheque impresso,38.25,1755.35
6120-RJKLU,Não,Mulher,Sim,Sim,Não,62,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),79.95,4819.75
6121-TNHBO,Não,Mulher,Sim,Não,Não,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Anual,Não,Transferência bancária (automática),83.0,5243.05
6121-VZNQB,Sim,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,19.1,19.1
6122-EFVKN,Não,Homem,Não,Não,Sim,24,Não,Sem seviço de Telefone,DSL,Sim,Não,Não,Sim,Não,Não,Bienal,Não,Cheque impresso,35.75,830.8
6122-LJADA,Não,Homem,Não,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),90.15,6237.05
6124-ACRHJ,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.75,19.75
6127-ISGTU,Sim,Mulher,Não,Sim,Não,16,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.95,1378.25
6127-IYJOZ,Não,Homem,Sim,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,45.85,45.85
6128-AQBMT,Não,Homem,Sim,Sim,Não,41,Não,Sem seviço de Telefone,DSL,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,53.95,2215.4
6128-CZOMY,Sim,Mulher,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,45.65,45.65
6128-DAFVY,Não,Mulher,Não,Não,Não,56,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),44.85,2564.95
6131-FOYAS,Não,Homem,Não,Não,Não,35,Sim,Sim,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,59.6,2094.9
6131-IUNXN,Não,Mulher,Não,Sim,Sim,19,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,20.2,382.2
6131-JLWZM,Não,Mulher,Não,Não,Não,13,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,20.3,275.4
6133-OZILE,Não,Mulher,Não,Não,Não,18,Não,Sem seviço de Telefone,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,35.2,607.3
6134-KWTBV,Não,Homem,Não,Não,Não,62,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),23.4,1429.65
6135-OZQVA,Não,Mulher,Não,Não,Não,7,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,53.65,404.35
6137-MFAJN,Não,Mulher,Não,Não,Não,48,Não,Sem seviço de Telefone,DSL,Sim,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,44.8,2104.55
6137-NICCO,Não,Mulher,Não,Sim,Sim,6,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque impresso,94.05,518.75
6139-ZZRBQ,Não,Homem,Sim,Não,Não,64,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Transferência bancária (automática),20.05,1198.05
6140-QNRQQ,Sim,Homem,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,71.55,71.55
